glass_forming_category,composition
Ribbon,B27Fe18.5Ni54.5
Ribbon,B27Fe54.5Ni18.5
Ribbon,B28.5Fe53.5Ni18
Ribbon,B29Fe18Ni53
Ribbon,B19Fe76Ni5
Ribbon,B20Fe15Ni65
Ribbon,B17Fe80Ni3
Ribbon,B24Fe66Ni10
Ribbon,B0Fe80P20
Ribbon,B2.3Fe83P14.7
Ribbon,B3Fe79P18
Ribbon,B5Fe83P12
Ribbon,B6Fe79P15
Ribbon,B6Fe81P13
Ribbon,B6Fe82P12
Ribbon,B6Fe83P11
Ribbon,B7Fe79P14
Ribbon,B7Fe81P12
Ribbon,B7Fe82P11
Ribbon,B7Fe83P10
Ribbon,B8Fe79P13
Ribbon,B8Fe81P11
Ribbon,B8Fe82P10
Ribbon,B8Fe83P9
Ribbon,B9Fe78P13
Ribbon,B9Fe79P12
Ribbon,B9Fe80P11
Ribbon,B9Fe81P10
Ribbon,B9Fe82P9
Ribbon,B10Fe79P11
Ribbon,B10Fe81P9
Ribbon,B10Fe83P7
Ribbon,B11Fe79P10
Ribbon,B11Fe80P9
Ribbon,B12Fe79P9
Ribbon,B12Fe81P7
Ribbon,B12Fe82P6
Ribbon,B12Fe83P5
Ribbon,B13Fe77P10
Ribbon,B13Fe79P8
Ribbon,B13Fe80P7
Ribbon,B14Fe79P7
Ribbon,B14Fe81P5
Ribbon,B14Fe83P3
Ribbon,B15Fe77P8
Ribbon,B15Fe79P6
Ribbon,B15Fe80P5
Ribbon,B16Fe79P5
Ribbon,B16Fe81P3
Ribbon,B17Fe77P6
Ribbon,B17Fe79P4
Ribbon,B20Fe76P4
Ribbon,B21Fe75P4
NR,B3Fe83P14
NR,B4Fe84P12
NR,B5Fe84P11
NR,B6Fe84P10
NR,B7Fe84P9
NR,B11Fe75P14
NR,B11Fe85P4
NR,B17Fe80P3
NR,B18Fe79P3
NR,B18Fe82P0
NR,B19Fe75P6
NR,B19Fe77P4
NR,B19Fe81P0
NR,B21Fe79P0
Ribbon,B4Fe80P16
Ribbon,B14Fe80P6
Ribbon,B16Fe80P4
Ribbon,B18Fe80Pd2
Ribbon,B19Fe81Pd0
Ribbon,B9Fe77.5Si13.5
Ribbon,B12Fe72Si16
Ribbon,B12Fe77Si11
Ribbon,B15Fe81Si4
Ribbon,B18Fe72Si10
Ribbon,B18Fe78Si4
Ribbon,B18Fe80Si2
Ribbon,B20Fe78Si2
Ribbon,B21Fe70Si9
Ribbon,B21Fe72Si7
Ribbon,B21Fe75Si4
Ribbon,B22Fe71Si7
Ribbon,B24Fe69Si7
NR,B9Fe80Si11
NR,B13Fe85Si2
NR,B24Fe73Si3
NR,B6Fe83Si11
NR,B9Fe83Si8
NR,B22Fe76Si2
NR,B24Fe74Si2
NR,B81.5Fe12.5Si6
NR,B7.5Fe74.5Si18
NR,B10Fe83.5Si6.5
NR,B6Fe81.5Si12.5
NR,B10Fe83Si7
Ribbon,B13Fe75Si12
Ribbon,B14.5Fe81.5Si4
Ribbon,B14Fe78Si8
Ribbon,B17Fe79.5Si3.5
Ribbon,B19Fe81Si0
Ribbon,B10Fe70Si20
Ribbon,B12Fe70Si18
Ribbon,B15Fe72Si13
Ribbon,B15Fe78Si7
Ribbon,B15Fe85Si0
Ribbon,B17Fe70Si13
Ribbon,B17.5Fe80Si2.5
Ribbon,B22Fe75Si3
Ribbon,B22Fe78Si0
Ribbon,B25Fe75Si0
Ribbon,B12.2Fe74.8Si13
Ribbon,B12.5Fe78.5Si9
Ribbon,B14.5Fe78Si7.5
Ribbon,B15Fe74.5Si10.5
Ribbon,B15Fe75.3Si9.7
Ribbon,B16Fe74Si10
Ribbon,B17.5Fe73Si9.5
Ribbon,B17.8Fe74.9Si7.3
Ribbon,B20Fe67Si13
Ribbon,B14Fe79Si7
Ribbon,B12Fe82Si6
Ribbon,B12Fe83Si5
Ribbon,B13Fe82Si5
Ribbon,B13Fe83Si4
Ribbon,B13Fe84Si3
Ribbon,B14Fe82Si4
Ribbon,B14Fe84Si2
Ribbon,B15Fe84Si1
Ribbon,B16Fe83Si1
Ribbon,B17Fe82Si1
Ribbon,B7Fe78Si15
Ribbon,B16.5Fe82Sn1.5
Ribbon,B19Fe81Sn0
Ribbon,B10Fe83Ta7
Ribbon,B14Fe86Ta0
Ribbon,B10Fe20Ti70
Ribbon,B16Fe80.64Ti3.36
Ribbon,B16Fe83.2Ti0.8
Ribbon,B16Fe84Ti0
Ribbon,B10Fe83Ti7
Ribbon,B11Fe82Ti7
Ribbon,B14Fe86Ti0
Ribbon,B20Fe78V2
Ribbon,B12Fe78V10
Ribbon,B12Fe83V5
Ribbon,B14Fe71V15
Ribbon,B14Fe76V10
Ribbon,B14Fe81V5
Ribbon,B16Fe69V15
Ribbon,B16Fe74V10
Ribbon,B16Fe79V5
NR,B10Fe80V10
NR,B10Fe85V5
NR,B4Fe86V10
NR,B4Fe91V5
NR,B6Fe84V10
NR,B6Fe89V5
NR,B8Fe82V10
NR,B8Fe87V5
NR,B10Fe75V15
NR,B12Fe73V15
Ribbon,B21Fe75V4
Ribbon,B14Fe79V7
Ribbon,B14Fe86V0
Ribbon,B9Fe6W85
Ribbon,B9Fe91W0
Ribbon,B17Fe80.5W2.5
Ribbon,B25Fe5W70
Ribbon,B25Fe75W0
Ribbon,B20Fe72W8
Ribbon,B20Fe73.5W6.5
Ribbon,B20Fe76W4
Ribbon,B20Fe77.5W2.5
Ribbon,B20Fe79W1
Ribbon,B12Fe81W7
Ribbon,B14Fe79W7
Ribbon,B14Fe86W0
Ribbon,B5Fe80Zr15
Ribbon,B10Fe75Zr15
NR,B3Fe82Zr15
Ribbon,B1Fe90Zr9
Ribbon,B1Fe92Zr7
Ribbon,B1.5Fe92Zr6.5
Ribbon,B2Fe90Zr8
Ribbon,B2.5Fe92Zr5.5
Ribbon,B3.5Fe92Zr4.5
Ribbon,B4Fe90Zr6
Ribbon,B0Fe24Zr76
Ribbon,B0Fe30Zr70
Ribbon,B4Fe23Zr73
Ribbon,B6Fe22.6Zr71.4
Ribbon,B8Fe22Zr70
Ribbon,B12Fe21Zr67
Ribbon,B17Fe20Zr63
Ribbon,B20Fe19Zr61
Ribbon,B25Fe18Zr57
Ribbon,B30Fe16.8Zr53.2
Ribbon,B6Fe84Zr10
Ribbon,B11Fe84Zr5
Ribbon,B15Fe79Zr6
Ribbon,B12Fe81Zr7
Ribbon,B14Fe86Zr0
Ribbon,B16Fe77Zr7
Ribbon,B17Mo12.5Ni70.5
Ribbon,B17Mo14.5Ni68.5
Ribbon,B17Mo16.5Ni66.5
Ribbon,B10Mo80P10
Ribbon,B20Mo24Rh56
Ribbon,B7.5Mo70Si22.5
Ribbon,B10Mo75Si15
Ribbon,B12Mo71Si17
Ribbon,B12Mo78Si10
Ribbon,B15Mo70Si15
Ribbon,B15Mo75Si10
Ribbon,B17Mo73Si10
Ribbon,B17Mo75Si8
Ribbon,B17.5Mo70Si12.5
Ribbon,B20Mo67.5Si12.5
Ribbon,B20Mo70Si10
Ribbon,B20Mo72.5Si7.5
Ribbon,B20Mo75Si5
Ribbon,B22Mo68Si10
Ribbon,B22Mo70Si8
Ribbon,B25Mo65Si10
NR,B20Mo65Si15
NR,B5Mo70Si25
NR,B5Mo75Si20
NR,B5Mo80Si15
NR,B5Mo85Si10
NR,B5Mo90Si5
NR,B10Mo65Si25
NR,B10Mo80Si10
NR,B10Mo85Si5
NR,B10Mo90Si0
NR,B15Mo65Si20
NR,B15Mo80Si5
NR,B15Mo85Si0
NR,B20Mo60Si20
NR,B20Mo77.5Si2.5
NR,B20Mo80Si0
NR,B25Mo60Si15
NR,B25Mo70Si5
NR,B25Mo75Si0
NR,B30Mo60Si10
NR,B30Mo70Si0
Ribbon,B17Nb5Ni78
Ribbon,B17Nb8Ni75
Ribbon,B17Nb10Ni73
Ribbon,B17Nb11.5Ni71.5
Ribbon,B17Nb16.5Ni66.5
Ribbon,B5Ni80P15
Ribbon,B10Ni80P10
Ribbon,B0Ni81.5P18.5
Ribbon,B1.8Ni81.5P16.7
Ribbon,B11.1Ni81.5P7.4
Ribbon,B14.8Ni81.5P3.7
Ribbon,B16.7Ni81.5P1.8
Ribbon,B18.5Ni81.5P0
Ribbon,B12Ni74P14
Ribbon,B2Ni81.5P16.5
Ribbon,B12Ni81.5P6.5
Ribbon,B15Ni81.5P3.5
Ribbon,B17Ni81.5P1.5
Ribbon,B18Ni80P2
Ribbon,B18Ni76Si6
Ribbon,B20Ni68Si12
Ribbon,B22Ni72Si6
NR,B28Ni64Si8
NR,B6Ni76Si18
NR,B7.5Ni76.5Si16
NR,B8Ni80Si12
NR,B10Ni72Si18
NR,B12Ni80Si8
NR,B12Ni84Si4
NR,B13Ni69Si18
NR,B16Ni68Si16
NR,B16Ni84Si0
NR,B19Ni67Si14
NR,B20Ni77.5Si2.5
NR,B20Ni80Si0
NR,B22Ni75.5Si2.5
NR,B24Ni64Si12
NR,B24Ni76Si0
NR,B25Ni72.5Si2.5
NR,B28Ni60Si12
NR,B28Ni72Si0
NR,B30Ni66Si4
NR,B30Ni70Si0
Ribbon,B12Ni76Si12
Ribbon,B11Ni78Si11
Ribbon,B14Ni72Si14
Ribbon,B17Ni68Si15
Ribbon,B21Ni72Si7
Ribbon,B22.5Ni70Si7.5
Ribbon,B25.5Ni66Si8.5
Ribbon,B17Ni76Si7
Ribbon,B17Ni80Si3
Ribbon,B21Ni67Si12
Ribbon,B26Ni72Si2
Ribbon,B27Ni70Si3
Ribbon,B17Ni73Si10
Ribbon,B17Ni70Ta13
Ribbon,B17Ni71Ta12
Ribbon,B17Ni73Ta10
Ribbon,B8Ni30Ti62
Ribbon,B10Ni20Ti70
Ribbon,B18.2Ni78Ti3.8
Ribbon,B19.1Ni78.8Ti2.1
Ribbon,B17Ni66.5W16.5
Ribbon,B17Ni68.5W14.5
Ribbon,B17Ni70.5W12.5
Ribbon,B17Ni75W8
Ribbon,B17Ni73Zr10
Ribbon,B17Ni78Zr5
Ribbon,B0Ni67Zr33
Ribbon,B16Ni28Zr56
Ribbon,B0Ni40Zr60
Ribbon,B2Ni38Zr60
Ribbon,B4Ni36Zr60
Ribbon,B6Ni34Zr60
Ribbon,B8Ni32Zr60
Ribbon,B16Ni24Zr60
Ribbon,B4Pd80Si16
Ribbon,B10Si20W70
Ribbon,Ba0Cu27La73
Ribbon,Ba0Cu37.5La62.5
Ribbon,Ba1Cu38La61
Ribbon,Ba2Cu27La71
Ribbon,Ba2Cu39La59
Ribbon,Ba3Cu40La57
Ribbon,Ba3Cu41La56
Ribbon,Ba4Cu27La69
Ribbon,Ba4Cu42La54
Ribbon,Ba4.5Cu27.5La68
Ribbon,Ba5Cu42La53
Ribbon,Ba7Cu28La65
Ribbon,Ba7Cu41.5La51.5
Ribbon,Ba7.5Cu29La63.5
Ribbon,Ba8Cu30La62
Ribbon,Ba8Cu40La52
Ribbon,Ba9Cu31La60
Ribbon,Ba9Cu39La52
Ribbon,Ba9.5Cu38La52.5
Ribbon,Ba10Cu32La58
Ribbon,Ba10Cu33.5La56.5
Ribbon,Ba10Cu35La55
Ribbon,Ba10Cu36.5La53.5
Ribbon,Ba67Cu5La28
Ribbon,Be43Hf5Zr52
Ribbon,Be43Hf25Zr32
Ribbon,Be43Hf54Zr3
Ribbon,Be30Nb0Zr70
Ribbon,Be30Nb5Zr65
Ribbon,Be35Nb0Zr65
Ribbon,Be35Nb2.5Zr62.5
Ribbon,Be35Nb5Zr60
Ribbon,Be35Nb10Zr55
Ribbon,Be40Nb0Zr60
Ribbon,Be45Nb0Zr55
Ribbon,Be50Nb0Zr50
NR,Be20Nb10Zr70
NR,Be20Nb15Zr65
NR,Be20Nb20Zr60
NR,Be25Nb10Zr65
NR,Be25Nb15Zr60
Ribbon,Be32.5Nb0Zr67.5
Ribbon,Be32.5Nb4Zr63.5
Ribbon,Be0Si20Ti80
Ribbon,Be20Si10Ti70
Ribbon,Be25Si5Ti70
Ribbon,Be30Si5Ti65
Ribbon,Be35Si5Ti60
Ribbon,Be37Si0Ti63
Ribbon,Be38Si0Ti62
Ribbon,Be39Si0Ti61
Ribbon,Be40Si0Ti60
NR,Be0Si15Ti85
NR,Be0Si25Ti75
NR,Be15Si10Ti75
NR,Be15Si15Ti70
NR,Be20Si5Ti75
NR,Be20Si15Ti65
NR,Be25Si10Ti65
NR,Be30Si0Ti70
NR,Be30Si10Ti60
NR,Be35Si0Ti65
NR,Be35Si10Ti55
NR,Be40Si5Ti55
NR,Be43Si0Ti57
NR,Be45Si0Ti55
NR,Be45Si5Ti50
NR,Be10Si15Ti75
NR,Be25Si15Ti60
NR,Be30Si15Ti55
NR,Be35Si15Ti50
NR,Be40Si10Ti50
Ribbon,Be30Ti0Zr70
Ribbon,Be35Ti0Zr65
Ribbon,Be37.5Ti62.5Zr0
Ribbon,Be40Ti0Zr60
Ribbon,Be40Ti60Zr0
Ribbon,Be41Ti59Zr0
Ribbon,Be45Ti0Zr55
Ribbon,Be50Ti0Zr50
NR,Be20Ti0Zr80
NR,Be20Ti80Zr0
NR,Be30Ti70Zr0
NR,Be42Ti58Zr0
NR,Be50Ti50Zr0
NR,Be2.5Ti0Zr97.5
NR,Be7.5Ti0Zr92.5
NR,Be10Ti0Zr90
NR,Be10Ti90Zr0
Ribbon,Be40Ti30Zr30
Ribbon,C16Co36Cr48
Ribbon,C18Co34Cr48
Ribbon,C18Co38Cr44
Ribbon,C18Co42Cr40
Ribbon,C18Co44Cr38
Ribbon,C18Co48Cr34
Ribbon,C18Co52Cr30
Ribbon,C18Co56Cr26
Ribbon,C20Co36Cr44
Ribbon,C20Co40Cr40
Ribbon,C20Co44Cr36
Ribbon,C20Co48Cr32
Ribbon,C20Co52Cr28
Ribbon,C22Co36Cr42
Ribbon,C22Co40Cr38
Ribbon,C22Co44Cr34
NR,C16Co44Cr40
NR,C16Co48Cr36
NR,C22Co48Cr30
NR,C14Co40Cr46
NR,C16Co52Cr32
NR,C16Co56Cr28
NR,C16Co60Cr24
NR,C18Co60Cr22
NR,C20Co56Cr24
NR,C22Co52Cr26
Ribbon,C16Co48Mo36
Ribbon,C16Co56Mo28
Ribbon,C16Co60Mo24
Ribbon,C16Co64Mo20
Ribbon,C16Co68Mo16
Ribbon,C16Co72Mo12
Ribbon,C18Co46Mo36
Ribbon,C18Co50Mo32
Ribbon,C18Co54Mo28
Ribbon,C18Co58Mo24
Ribbon,C18Co62Mo20
Ribbon,C18Co66Mo16
Ribbon,C18Co70Mo12
Ribbon,C18Co72Mo10
Ribbon,C20Co44Mo36
Ribbon,C20Co48Mo32
Ribbon,C20Co52Mo28
Ribbon,C20Co56Mo24
Ribbon,C20Co60Mo20
Ribbon,C20Co64Mo16
Ribbon,C20Co68Mo12
Ribbon,C20Co70Mo10
Ribbon,C22Co46Mo32
Ribbon,C22Co50Mo28
Ribbon,C22Co54Mo24
Ribbon,C22Co58Mo20
Ribbon,C22Co62Mo16
Ribbon,C22Co68Mo10
NR,C14Co62Mo24
NR,C16Co74Mo10
NR,C14Co46Mo40
NR,C14Co50Mo36
NR,C14Co70Mo16
NR,C14Co74Mo12
NR,C14Co76Mo10
NR,C18Co42Mo40
NR,C18Co74Mo8
Ribbon,C12.5Co65Si22.5
Ribbon,C12.5Co67.5Si20
Ribbon,C15Co67.5Si17.5
Ribbon,C17.5Co67.5Si15
NR,C10Co75Si15
NR,C20Co70Si10
NR,C0Co70Si30
NR,C0Co75Si25
NR,C0Co80Si20
NR,C0Co85Si15
NR,C0Co90Si10
NR,C0Co95Si5
NR,C0Co100Si0
NR,C5Co70Si25
NR,C5Co75Si20
NR,C5Co80Si15
NR,C10Co85Si5
NR,C10Co90Si0
NR,C15Co75Si10
NR,C15Co80Si5
NR,C15Co85Si0
NR,C20Co75Si5
NR,C20Co80Si0
Ribbon,C16Co70W14
Ribbon,C16Co72W12
Ribbon,C18Co70W12
NR,C14Co66W20
NR,C16Co64W20
NR,C16Co68W16
NR,C16Co74W10
NR,C18Co62W20
NR,C18Co66W16
NR,C18Co68W14
NR,C12Co68W20
NR,C12Co74W14
NR,C14Co76W10
NR,C18Co58W24
NR,C20Co68W12
Ribbon,C15Co70W15
NR,C12.5Co67.5W20
NR,C12.5Co70W17.5
NR,C12.5Co75W12.5
NR,C12.5Co77.5W10
NR,C15Co65W20
NR,C15Co67.5W17.5
NR,C15Co75W10
NR,C17.5Co65W17.5
NR,C20Co60W20
NR,C2.5Co95W2.5
NR,C5Co80W15
NR,C5Co85W10
NR,C5Co90W5
NR,C7.5Co77.5W15
NR,C7.5Co82.5W10
NR,C7.5Co85W7.5
NR,C10Co70W20
NR,C10Co75W15
NR,C10Co80W10
NR,C10Co82.5W7.5
NR,C10Co87.5W2.5
NR,C12.5Co80W7.5
NR,C12.5Co85W2.5
NR,C15Co77.5W7.5
NR,C15Co80W5
NR,C18Co74.5W7.5
NR,C18Co77W5
NR,C20Co65W15
NR,C20Co75W5
Ribbon,C18Cr26Fe56
Ribbon,C18Cr28Fe54
Ribbon,C18Cr32Fe50
Ribbon,C18Cr36Fe46
Ribbon,C18Cr30Fe52
NR,C20Cr22Fe58
NR,C5Cr5Fe90
NR,C8Cr20Fe72
NR,C8Cr40Fe52
NR,C10Cr15Fe75
NR,C13Cr40Fe47
NR,C14Cr28Fe58
NR,C14Cr40Fe46
NR,C15Cr10Fe75
Ribbon,C18Fe62Mo20
Ribbon,C18Fe74Mo8
Ribbon,C2.5Fe82.5P15
Ribbon,C3.5Fe81.5P15
Ribbon,C4.5Fe80.5P15
Ribbon,C6.5Fe77.5P16
Ribbon,C6.5Fe80.5P13
Ribbon,C6.5Fe82P11.5
Ribbon,C9Fe76P15
Ribbon,C7Fe80P13
Ribbon,C8Fe77P15
Ribbon,C2.5Fe80P17.5
Ribbon,C5Fe75P20
Ribbon,C5Fe77.5P17.5
Ribbon,C5Fe80P15
Ribbon,C7.5Fe72.5P20
Ribbon,C7.5Fe75P17.5
Ribbon,C7.5Fe77.5P15
Ribbon,C7.5Fe80P12.5
Ribbon,C10Fe72.5P17.5
Ribbon,C10Fe80P10
Ribbon,C12.5Fe72.5P15
Ribbon,C12.5Fe75P12.5
Ribbon,C12.5Fe77.5P10
Ribbon,C12.5Fe80P7.5
Ribbon,C15Fe72.5P12.5
Ribbon,C15Fe75P10
Ribbon,C15Fe77.5P7.5
Ribbon,C17.5Fe72.5P10
Ribbon,C17.5Fe75P7.5
NR,C5Fe82.5P12.5
NR,C7.5Fe82.5P10
NR,C10Fe82.5P7.5
NR,C15Fe80P5
NR,C17.5Fe77.5P5
NR,C2.5Fe85P12.5
NR,C5Fe85P10
NR,C7.5Fe85P7.5
Ribbon,C10Fe65Si25
Ribbon,C10Fe70Si20
Ribbon,C12.5Fe65Si22.5
Ribbon,C12.5Fe70Si17.5
Ribbon,C15Fe65Si20
Ribbon,C15Fe70Si15
Ribbon,C17.5Fe65Si17.5
Ribbon,C17.5Fe70Si12.5
Ribbon,C20Fe65Si15
Ribbon,C20Fe70Si10
Ribbon,C22.5Fe65Si12.5
Ribbon,C25Fe65Si10
Ribbon,C20Fe66W14
Ribbon,C20Fe68W12
Ribbon,C22Fe64W14
Ribbon,C22Fe66W12
Ribbon,C22Fe68W10
NR,C5Fe79W16
NR,C6Fe82W12
NR,C6Fe86W8
NR,C6Fe90W4
NR,C7Fe79W14
NR,C10Fe74W16
NR,C10Fe78W12
NR,C10Fe82W8
NR,C10Fe86W4
NR,C14Fe66W20
NR,C14Fe70W16
NR,C14Fe74W12
NR,C14Fe78W8
NR,C14Fe82W4
NR,C16Fe80W4
NR,C17Fe73W10
NR,C18Fe62W20
NR,C18Fe66W16
NR,C18Fe68W14
NR,C18Fe70W12
NR,C18Fe74W8
NR,C18Fe78W4
NR,C20Fe64W16
NR,C20Fe70W10
NR,C20Fe72W8
NR,C20Fe76W4
NR,C22Fe62W16
NR,C22Fe70W8
NR,C22Fe74W4
Ribbon,C10Mo20Ni70
Ribbon,C12Mo20Ni68
Ribbon,C12Mo24Ni64
Ribbon,C14Mo20Ni66
Ribbon,C14Mo24Ni62
Ribbon,C16Mo20Ni64
Ribbon,C16Mo24Ni60
NR,C10Mo24Ni66
NR,C12Mo16Ni72
NR,C12Mo28Ni60
NR,C14Mo28Ni58
NR,C16Mo16Ni68
NR,C18Mo24Ni58
NR,C18Mo28Ni54
NR,C8Mo20Ni72
NR,C8Mo28Ni64
NR,C10Mo32Ni58
NR,C12Mo12Ni76
NR,C18Mo12Ni70
NR,C18Mo16Ni66
NR,C18Mo20Ni62
Ribbon,C0Nb80Si20
Ribbon,C1Nb80Si19
Ribbon,C2Nb80Si18
Ribbon,C6Nb80Si14
Ribbon,C12.5Ni65Si22.5
Ribbon,C17.5Ni67.5Si15
NR,C0Ni80Si20
NR,C0Ni85Si15
NR,C0Ni90Si10
NR,C0Ni95Si5
NR,C0Ni1Si0
NR,C5Ni70Si25
NR,C5Ni75Si20
NR,C5Ni80Si15
NR,C5Ni85Si10
NR,C5Ni90Si5
NR,C5Ni95Si0
NR,C10Ni65Si25
NR,C10Ni67.5Si22.5
NR,C10Ni70Si20
NR,C10Ni75Si15
NR,C10Ni80Si10
NR,C10Ni85Si5
NR,C10Ni90Si0
NR,C15Ni70Si15
NR,C15Ni75Si10
NR,C15Ni80Si5
NR,C15Ni85Si0
NR,C20Ni70Si10
NR,C20Ni75Si5
NR,C20Ni80Si0
NR,C0Si13Zr87
NR,C0Si15Zr85
NR,C0Si17Zr83
NR,C3Si12Zr85
Ribbon,Ca0Cu27La73
Ribbon,Ca0Cu37La63
Ribbon,Ca1Cu27.5La71.5
Ribbon,Ca1Cu37.5La61.5
Ribbon,Ca1.5Cu27.5La71
Ribbon,Ca2Cu28La70
Ribbon,Ca2Cu37.5La60.5
Ribbon,Ca3Cu28.5La68.5
Ribbon,Ca3Cu37.5La59.5
Ribbon,Ca4Cu29La67
Ribbon,Ca4Cu37.5La58.5
Ribbon,Ca5Cu30La65
Ribbon,Ca5Cu37.5La57.5
Ribbon,Ca6Cu31La63
Ribbon,Ca6.5Cu37La56.5
Ribbon,Ca7Cu32La61
Ribbon,Ca7.5Cu36La56.5
Ribbon,Ca8Cu32.5La59.5
Ribbon,Ca8.5Cu33La58.5
Ribbon,Ca8.5Cu35La56.5
Ribbon,Ca9Cu33.5La57.5
Ribbon,Ca25Cu30Mg45
Ribbon,Ca50Cu20Mg30
Ribbon,Ca70Cu0Mg30
Ribbon,Ca70Cu10Mg20
Ribbon,Ca70Cu20Mg10
Ribbon,Ca70Cu30Mg0
Ribbon,Ca75Cu10Mg15
Ribbon,Ca7.5Cu5Mg87.5
Ribbon,Ca7.5Cu10Mg82.5
NR,Ca5Cu10Mg85
NR,Ca11Cu0Mg89
NR,Ca5Cu5Mg90
NR,Ca7.5Cu0Mg92.5
Ribbon,Ca60Ga0Mg40
Ribbon,Ca60Ga5Mg35
Ribbon,Ca60Ga10Mg30
Ribbon,Ca60Ga20Mg20
Ribbon,Ca60Ga30Mg10
Ribbon,Ca10Mg80Zn10
Ribbon,Ca10Mg85Zn5
NR,Ca5Mg85Zn10
NR,Ca7.5Mg82.5Zn10
NR,Ca7.5Mg87.5Zn5
NR,Ca10Mg90Zn0
NR,Ca5Mg90Zn5
NR,Ca7.5Mg92.5Zn0
Ribbon,Ce0Cu20Mg80
Ribbon,Ce0Cu30Mg70
Ribbon,Ce0Cu40Mg60
Ribbon,Ce5Cu10Mg85
Ribbon,Ce5Cu15Mg80
Ribbon,Ce5Cu20Mg75
Ribbon,Ce5Cu25Mg70
Ribbon,Ce5Cu30Mg65
Ribbon,Ce10Cu10Mg80
Ribbon,Ce10Cu15Mg75
Ribbon,Ce10Cu20Mg70
Ribbon,Ce10Cu25Mg65
Ribbon,Ce15Cu15Mg70
Ribbon,Ce15Cu20Mg65
NR,Ce0Cu15Mg85
NR,Ce15Cu25Mg60
NR,Ce20Cu20Mg60
NR,Ce0Cu10Mg90
NR,Ce5Cu5Mg90
NR,Ce10Cu5Mg85
NR,Ce15Cu5Mg80
NR,Ce15Cu10Mg75
NR,Ce20Cu5Mg75
NR,Ce20Cu10Mg70
NR,Ce20Cu15Mg65
NR,Ce20Cu25Mg55
NR,Ce25Cu25Mg50
Ribbon,Ce0Mg80Ni20
Ribbon,Ce0Mg85Ni15
Ribbon,Ce0Mg90Ni10
NR,Ce5Mg90Ni5
NR,Ce20Mg40Ni40
NR,Ce20Mg70Ni10
NR,Ce30Mg40Ni30
NR,Ce0Mg70Ni30
NR,Ce10Mg90Ni0
Ribbon,Ce3Mg85Zn12
Ribbon,Co70Cr10P20
Ribbon,Co66Cr18Zr16
Ribbon,Co67.5Cr16Zr16.5
Ribbon,Co69Cr14Zr17
Ribbon,Co71Cr12Zr17
Ribbon,Co72.5Cr10Zr17.5
Ribbon,Co72.8Cr20Zr7.2
Ribbon,Co74.5Cr8Zr17.5
Ribbon,Co75Cr18Zr7
Ribbon,Co76.5Cr6Zr17.5
Ribbon,Co77.5Cr16Zr6.5
Ribbon,Co78.5Cr4Zr17.5
Ribbon,Co80Cr14Zr6
Ribbon,Co81Cr2Zr17
Ribbon,Co82Cr12Zr6
Ribbon,Co84Cr0Zr16
Ribbon,Co84Cr10Zr6
Ribbon,Co85.5Cr8Zr6.5
Ribbon,Co87.2Cr6Zr6.8
Ribbon,Co88.5Cr4Zr7.5
Ribbon,Co89.7Cr2Zr8.3
Ribbon,Co91Cr0Zr9
Ribbon,Co60Cr30Zr10
Ribbon,Co65Cr25Zr10
Ribbon,Co70Cr20Zr10
Ribbon,Co75Cr15Zr10
Ribbon,Co75.4Cr12.6Zr12
Ribbon,Co77Cr11.6Zr11.4
Ribbon,Co78Cr11.2Zr10.8
Ribbon,Co79Cr10.6Zr10.4
Ribbon,Co81.2Cr9.6Zr9.2
Ribbon,Co83.4Cr8.3Zr8.3
Ribbon,Co72.9Cr17.1Zr10
Ribbon,Co27Fe63Zr10
Ribbon,Co36Fe54Zr10
Ribbon,Co54Fe36Zr10
Ribbon,Co50Fe40Zr10
Ribbon,Co70Fe20Zr10
Ribbon,Co0Fe30Zr70
Ribbon,Co0Fe91Zr9
Ribbon,Co30Fe0Zr70
Ribbon,Co55Fe0Zr45
Ribbon,Co85Fe0Zr15
Ribbon,Co22.5Fe67.5Zr10
Ribbon,Co67.5Fe22.5Zr10
Ribbon,Co70.6Gd14Mo15.4
Ribbon,Co72.8Gd19.4Mo7.8
Ribbon,Co73Gd12.9Mo14.1
Ribbon,Co75.6Gd8.4Mo16
Ribbon,Co30Hf67P3
Ribbon,Co33Hf67P0
Ribbon,Co24Hf67Si9
Ribbon,Co33Hf67Si0
Ribbon,Co0Mn90Zr10
Ribbon,Co2Mn88Zr10
Ribbon,Co5Mn85Zr10
Ribbon,Co10Mn80Zr10
Ribbon,Co65.5Mo20Zr14.5
Ribbon,Co67Mo18Zr15
Ribbon,Co68.6Mo16Zr15.4
Ribbon,Co70.3Mo14Zr15.7
Ribbon,Co72Mo12Zr16
Ribbon,Co74Mo10Zr16
Ribbon,Co74.8Mo20Zr5.2
Ribbon,Co75.7Mo8Zr16.3
Ribbon,Co77Mo18Zr5
Ribbon,Co77.5Mo6Zr16.5
Ribbon,Co79Mo16Zr5
Ribbon,Co79.7Mo4Zr16.3
Ribbon,Co81Mo14Zr5
Ribbon,Co82Mo2Zr16
Ribbon,Co83Mo12Zr5
Ribbon,Co84Mo0Zr16
Ribbon,Co84.8Mo10Zr5.2
Ribbon,Co86.5Mo8Zr5.5
Ribbon,Co88Mo6Zr6
Ribbon,Co89Mo4Zr7
Ribbon,Co90Mo2Zr8
Ribbon,Co91Mo0Zr9
Ribbon,Co80Mo9.5Zr10.5
Ribbon,Co74.5Mo13Zr12.5
